item,condition,conjunct1,conjoiner,conjunct2,type,sentence,Ozge.is.ambiguous,Utku.is.ambiguous,"is.match(O,U)",isq,question,correct_answer,Group,,,,,,,,
20,f,büyükanne,ve,dede,exp,Fehime düğünden önce büyükannesiz ve dedesiz bir aile hayatını irdeledi.,0,0,TRUE,0,,,A,,,,,,,,
20,g,büyükanne,ve,dede,exp,Fehime düğünden önce büyükanne ve dedelik ilişkisi üzerine bir roman okudu.,0,0,TRUE,0,,,B,,,,,,,,
20,h,büyükanne,ve,dede,exp,Fehime düğünden önce büyükannelik ve dedelik ilişkisi üzerine bir roman okudu.,0,0,TRUE,0,,,C,,,,,,,,
21,a,abi,ve ,abla,exp,Mertcan dün akşam abi ve ablacı bir komşu çocuğuna baktı.,0,0,TRUE,0,,,E,,,,,,,,
21,b,abi,ve ,abla,exp,Mertcan dün akşam abici ve ablacı bir komşu çocuğuna baktı.,0,0,TRUE,0,,,F,,,,,,,,
21,c,abi,ve ,abla,exp,Mertcan dün akşam abi ve ablalı bir fotoğraf gösterdi.,1,1,TRUE,0,,,G,,,,,,,,
21,d,abi,ve ,abla,exp,Mertcan dün akşam abili ve ablalı bir fotoğraf gösterdi.,0,0,TRUE,0,,,H,,,,,,,,
21,e,abi,ve ,abla,exp,Mertcan dün akşam abi ve ablasız bir hayat düşündü.,0,0,TRUE,0,,,A,,,,,,,,
21,f,abi,ve ,abla,exp,Mertcan dün akşam abisiz ve ablasız bir hayat düşündü.,0,0,TRUE,0,,,B,,,,,,,,
21,g,abi,ve ,abla,exp,Mertcan dün akşam abi ve ablalık bir hediye aldı.,0,0,TRUE,0,,,C,,,,,,,,
21,h,abi,ve ,abla,exp,Mertcan dün akşam abilik ve ablalık bir hediye aldı.,0,0,TRUE,0,,,D,,,,,,,,
22,a,at,ve,balık,exp,Yankı geçen yaz at ve balıkçı bir işletme sahibiyle tanıştı.,0,0,TRUE,0,,,F,,,,,,,,
22,b,at,ve,balık,exp,Yankı geçen yaz atçı ve balıkçı bir işletme sahibiyle tanıştı.,0,0,TRUE,0,,,G,,,,,,,,
22,c,at,ve,balık,exp,Yankı geçen yaz at ve balıklı bir tablo aldı.,1,1,TRUE,0,,,H,,,,,,,,
22,d,at,ve,balık,exp,Yankı geçen yaz atlı ve balıklı bir tablo aldı.,0,0,TRUE,0,,,A,,,,,,,,
22,e,at,ve,balık,exp,Yankı geçen yaz at ve balıksız bir menü denedi.,1,1,TRUE,0,,,B,,,,,,,,
22,f,at,ve,balık,exp,Yankı geçen yaz atsız ve balıksız bir menü denedi.,0,0,TRUE,0,,,C,,,,,,,,
22,g,at,ve,balık,exp,Yankı geçen yaz at ve balıklık bir hayvanay bahçesi yaptırdı.,0,0,TRUE,0,,,D,,,,,,,,
22,h,at,ve,balık,exp,Yankı geçen yaz atlık ve balıklık bir hayvanay bahçesi yaptırdı.,0,0,TRUE,0,,,E,,,,,,,,
23,a,çatal,ve,bıçak,exp,Jale geçen hafta çatal ve bıçakçı bir esnaftan alışveriş yaptı.,0,0,TRUE,0,,,G,,,,,,,,
23,b,çatal,ve,bıçak,exp,Jale geçen hafta çatalcı ve bıçakçı bir esnaftan alışveriş yaptı.,0,0,TRUE,0,,,H,,,,,,,,
23,c,çatal,ve,bıçak,exp,Jale geçen hafta çatal ve bıçaklı bir masa kurdu.,0,0,TRUE,0,,,A,,,,,,,,
23,d,çatal,ve,bıçak,exp,Jale geçen hafta çatallı ve bıçaklı bir masa kurdu.,0,0,TRUE,0,,,B,,,,,,,,
23,e,çatal,ve,bıçak,exp,Jale geçen hafta çatal ve bıçaksız bir piknik yaptı.,0,0,TRUE,0,,,C,,,,,,,,
23,f,çatal,ve,bıçak,exp,Jale geçen hafta çatalsız ve bıçaksız bir piknik yaptı.,0,0,TRUE,0,,,D,,,,,,,,
23,g,çatal,ve,bıçak,exp,Jale geçen hafta çatal ve bıçaklık bir dolap aldı.,1,1,TRUE,0,,,E,,,,,,,,
23,h,çatal,ve,bıçak,exp,Jale geçen hafta çatallık ve bıçaklık bir dolap aldı.,0,0,TRUE,0,,,F,,,,,,,,
24,a,göz,ve,kulak,exp,Neval ders çalışırken göz ve kulakçı bir doktorla konuştu.,0,0,TRUE,0,,,H,,,,,,,,
24,b,göz,ve,kulak,exp,Neval ders çalışırken gözcü ve kulakçı bir doktorla konuştu.,0,0,TRUE,0,,,A,,,,,,,,
24,c,göz,ve,kulak,exp,Neval ders çalışırken göz ve kulaklı bir robot gördü.,1,1,TRUE,0,,,B,,,,,,,,
24,d,göz,ve,kulak,exp,Neval ders çalışırken gözlü ve kulaklı bir robot gördü.,0,0,TRUE,0,,,C,,,,,,,,
24,e,göz,ve,kulak,exp,Neval ders çalışırken göz ve kulaksız bir heykel çizdi.,1,1,TRUE,0,,,D,,,,,,,,
24,f,göz,ve,kulak,exp,Neval ders çalışırken gözsüz ve kulaksız bir heykel çizdi.,0,0,TRUE,0,,,E,,,,,,,,
24,g,göz,ve,kulak,exp,Neval ders çalışırken göz ve kulaklık bir kutu açtı.,0,0,TRUE,0,,,F,,,,,,,,
24,h,göz,ve,kulak,exp,Neval ders çalışırken gözlük ve kulaklık bir kutu açtı.,1,1,TRUE,0,,,G,,,,,,,,
25,a,burun,ve,boyun,exp,İzel toplantı sırasında burun ve boyuncu bir doktordan bahsetti.,0,0,TRUE,0,,,A,,,,,,,,
25,b,burun,ve,boyun,exp,İzel toplantı sırasında buruncu ve boyuncu bir doktordan bahsetti.,0,0,TRUE,0,,,B,,,,,,,,
25,c,burun,ve,boyun,exp,İzel toplantı sırasında özel burun ve boyunlu bir maske inceledi.,1,1,TRUE,0,,,C,,,,,,,,
25,d,burun,ve,boyun,exp,İzel toplantı sırasında özel burunlu ve boyunlu bir maske inceledi.,0,0,TRUE,0,,,D,,,,,,,,
25,e,burun,ve,boyun,exp,İzel toplantı sırasında burun ve boyunsuz bir mumya fotoğrafı gösterdi.,1,1,TRUE,0,,,E,,,,,,,,
25,f,burun,ve,boyun,exp,İzel toplantı sırasında burunsuz ve boyunsuz bir mumya fotoğrafı gösterdi.,0,0,TRUE,0,,,F,,,,,,,,
25,g,burun,ve,boyun,exp,İzel toplantı sırasında burun ve boyunluk bir atkı ördü.,0,0,TRUE,0,,,G,,,,,,,,
25,h,burun,ve,boyun,exp,İzel toplantı sırasında burunluk ve boyunluk bir atkı ördü.,0,0,TRUE,0,,,H,,,,,,,,
26,a,hayalet,ve,canavar,exp,Sinan gece yarısı hayalet ve canavarcı bir yazarla röportaj yaptı.,0,0,TRUE,0,,,B,,,,,,,,
26,b,hayalet,ve,canavar,exp,Sinan gece yarısı hayaletçi ve canavarcı bir yazarla röportaj yaptı.,0,0,TRUE,0,,,C,,,,,,,,
26,c,hayalet,ve,canavar,exp,Sinan gece yarısı hayalet ve canavarlı bir hikâye okudu.,0,0,TRUE,0,,,D,,,,,,,,
26,d,hayalet,ve,canavar,exp,Sinan gece yarısı hayaletli ve canavarlı bir hikâye okudu.,0,0,TRUE,0,,,E,,,,,,,,
26,e,hayalet,ve,canavar,exp,Sinan gece yarısı hayalet ve canavarsız bir film izledi.,1,1,TRUE,0,,,F,,,,,,,,
26,f,hayalet,ve,canavar,exp,Sinan gece yarısı hayaletsiz ve canavarsız bir film izledi.,0,0,TRUE,0,,,G,,,,,,,,
26,g,hayalet,ve,canavar,exp,Sinan gece yarısı hayalet ve canavarlık bir sahne tasarladı.,1,1,TRUE,0,,,H,,,,,,,,
26,h,hayalet,ve,canavar,exp,Sinan gece yarısı hayaletlik ve canavarlık bir sahne tasarladı.,0,0,TRUE,0,,,A,,,,,,,,
27,a,orman,ve,çöl,exp,Baran araştırması için orman ve çölcü bir araştırmacıyla anlaştı.,0,0,TRUE,0,,,C,,,,,,,,
27,b,orman,ve,çöl,exp,Baran araştırması için ormancı ve çölcü bir araştırmacıyla anlaştı.,0,0,TRUE,0,,,D,,,,,,,,
27,c,orman,ve,çöl,exp,Baran araştırması için orman ve çöllü bir harita inceledi.,1,1,TRUE,0,,,E,,,,,,,,
27,d,orman,ve,çöl,exp,Baran araştırması için ormanlı ve çöllü bir harita inceledi.,0,0,TRUE,0,,,F,,,,,,,,
27,e,orman,ve,çöl,exp,Baran araştırması için orman ve çölsüz bir bölge seçti.,1,1,TRUE,0,,,G,,,,,,,,
27,f,orman,ve,çöl,exp,Baran araştırması için ormansız ve çölsüz bir bölge seçti.,0,0,TRUE,0,,,H,,,,,,,,
27,g,orman,ve,çöl,exp,Baran araştırması için orman ve çöllük bir alan çizdi.,1,1,TRUE,0,,,A,,,,,,,,
27,h,orman,ve,çöl,exp,Baran araştırması için ormanlık ve çöllük bir alan çizdi.,1,1,TRUE,0,,,B,,,,,,,,
28,a,avukat,ve,doktor,exp,Yasemin mezuniyetinden önce doktor ve avukatçı bir derneğe katıldı.,0,0,TRUE,0,,,D,,,,,,,,
28,b,avukat,ve,doktor,exp,Yasemin mezuniyetinden önce doktorcu ve avukatçı bir derneğe katıldı.,0,0,TRUE,0,,,E,,,,,,,,
28,c,avukat,ve,doktor,exp,Yasemin mezuniyetinden önce doktor ve avukatlı bir skeç yazdı.,0,0,TRUE,0,,,F,,,,,,,,
28,d,avukat,ve,doktor,exp,Yasemin mezuniyetinden önce doktorlu ve avukatlı bir skeç yazdı.,0,0,TRUE,0,,,G,,,,,,,,
28,e,avukat,ve,doktor,exp,Yasemin mezuniyetinden önce doktor ve avukatsız bir mizansen canlandırdı.,1,1,TRUE,0,,,H,,,,,,,,
28,f,avukat,ve,doktor,exp,Yasemin mezuniyetinden önce doktorsuz ve avukatsız bir mizansen canlandırdı.,0,0,TRUE,0,,,A,,,,,,,,
28,g,avukat,ve,doktor,exp,Yasemin mezuniyetinden önce doktor ve avukatlık bir kimlik seçti.,1,1,TRUE,0,,,B,,,,,,,,
28,h,avukat,ve,doktor,exp,Yasemin mezuniyetinden önce doktorluk ve avukatlık bir kimlik seçti.,0,0,TRUE,0,,,C,,,,,,,,
29,a,ejderha,ve,peri,exp,Melis çocuk kitabı için ejderha ve perici bir illüstratörle çalıştı.,0,0,TRUE,0,,,E,,,,,,,,
29,b,ejderha,ve,peri,exp,Melis çocuk kitabı için ejderhacı ve perici bir illüstratörle çalıştı.,0,0,TRUE,0,,,F,,,,,,,,
29,c,ejderha,ve,peri,exp,Melis çocuk kitabı için ejderha ve perili bir sahne tasarladı.,1,1,TRUE,0,,,G,,,,,,,,
29,d,ejderha,ve,peri,exp,Melis çocuk kitabı için ejderhalı ve perili bir sahne tasarladı.,0,0,TRUE,0,,,H,,,,,,,,
29,e,ejderha,ve,peri,exp,Melis çocuk kitabı için ejderha ve perisiz bir bölüm yazdı.,1,1,TRUE,0,,,A,,,,,,,,
29,f,ejderha,ve,peri,exp,Melis çocuk kitabı için ejderhasız ve perisiz bir bölüm yazdı.,0,0,TRUE,0,,,B,,,,,,,,
29,g,ejderha,ve,peri,exp,Melis çocuk kitabı için ejderha ve perilik bir seri başlatmayı düşündü.,1,1,TRUE,0,,,C,,,,,,,,
29,h,ejderha,ve,peri,exp,Melis çocuk kitabı için ejderhalık ve perilik bir seri başlatmayı düşündü.,0,0,TRUE,0,,,D,,,,,,,,
30,a,cenaze,ve,düğün,exp,Asuman dergi yazısı için düğün ve cenazeci bir fotoğrafçıyla anlaştı.,0,0,TRUE,0,,,F,,,,,,,,
30,b,cenaze,ve,düğün,exp,Asuman dergi yazısı için düğüncü ve cenazeci bir fotoğrafçıyla anlaştı.,0,0,TRUE,0,,,G,,,,,,,,
30,c,cenaze,ve,düğün,exp,Asuman dergi yazısı için düğün ve cenazeli bir belgesel izledi.,1,1,TRUE,0,,,H,,,,,,,,
30,d,cenaze,ve,düğün,exp,Asuman dergi yazısı için düğünlü ve cenazeli bir belgesel izledi.,0,0,TRUE,0,,,A,,,,,,,,
30,e,cenaze,ve,düğün,exp,Asuman dergi yazısı için düğün ve cenazesiz bir program önerdi.,1,1,TRUE,0,,,B,,,,,,,,
30,f,cenaze,ve,düğün,exp,Asuman dergi yazısı için düğünsüz ve cenazesiz bir program önerdi.,0,0,TRUE,0,,,C,,,,,,,,
30,g,cenaze,ve,düğün,exp,Asuman dergi yazısı için düğün ve cenazelik bir tema belirledi.,1,1,TRUE,0,,,D,,,,,,,,
30,h,cenaze,ve,düğün,exp,Asuman dergi yazısı için düğünlük ve cenazelik bir tema belirledi.,0,0,TRUE,0,,,E,,,,,,,,
31,a,gömlek,ve,pantolon,exp,Tülay sonbahar koleksiyonu için gömlek ve pantoloncu bir tasarımcıyla tanıştı.,0,0,TRUE,0,,,G,,,,,,,,
31,b,gömlek,ve,pantolon,exp,Tülay sonbahar koleksiyonu için gömlekçi ve pantoloncu bir tasarımcıyla tanıştı.,0,0,TRUE,0,,,H,,,,,,,,
31,c,gömlek,ve,pantolon,exp,Tülay sonbahar koleksiyonu için gömlek ve pantolonlu bir kombin hazırladı.,1,1,TRUE,0,,,A,,,,,,,,
31,d,gömlek,ve,pantolon,exp,Tülay sonbahar koleksiyonu için gömlekli ve pantolonlu bir kombin hazırladı.,0,0,TRUE,0,,,B,,,,,,,,
31,e,gömlek,ve,pantolon,exp,Tülay sonbahar koleksiyonu için gömlek ve pantolonsuz bir katalog inceledi.,1,1,TRUE,0,,,C,,,,,,,,
31,f,gömlek,ve,pantolon,exp,Tülay sonbahar koleksiyonu için gömleksiz ve pantolonsuz bir katalog inceledi.,0,0,TRUE,0,,,D,,,,,,,,
31,g,gömlek,ve,pantolon,exp,Tülay sonbahar koleksiyonu için gömlek ve pantolonluk bir kumaş sipariş etti.,1,1,TRUE,0,,,E,,,,,,,,
31,h,gömlek,ve,pantolon,exp,Tülay sonbahar koleksiyonu için gömleklik ve pantolonluk bir kumaş sipariş etti.,1,1,TRUE,0,,,F,,,,,,,,
32,a,taban,ve,tavan,exp,Aydan restorasyon projesi için taban ve tavancı bir ustayla görüştü.,0,0,TRUE,0,,,H,,,,,,,,
32,b,taban,ve,tavan,exp,Aydan restorasyon projesi için tabancı ve tavancı bir ustayla görüştü.,0,0,TRUE,0,,,A,,,,,,,,
32,c,taban,ve,tavan,exp,Aydan restorasyon projesi için taban ve tavanlı bir plan çizdi.,1,1,TRUE,0,,,B,,,,,,,,
32,d,taban,ve,tavan,exp,Aydan restorasyon projesi için tabanlı ve tavanlı bir plan çizdi.,0,0,TRUE,0,,,C,,,,,,,,
32,e,taban,ve,tavan,exp,Aydan restorasyon projesi için taban ve tavansız bir oda düşündü.,1,1,TRUE,0,,,D,,,,,,,,
32,f,taban,ve,tavan,exp,Aydan restorasyon projesi için tabansız ve tavansız bir oda düşündü.,0,0,TRUE,0,,,E,,,,,,,,
32,g,taban,ve,tavan,exp,Aydan restorasyon projesi için taban ve tavanlık bir malzeme seçti.,1,1,TRUE,0,,,F,,,,,,,,
32,h,taban,ve,tavan,exp,Aydan restorasyon projesi için tabanlık ve tavanlık bir malzeme seçti.,1,1,TRUE,0,,,G,,,,,,,,
101,ungram,,,,filler,Bugünkü yarışı kazanmak dostum Hasan çok istiyor.,,,,1,Hasan yarışı kazanmak istiyor mu?,Evet,,,,,,,,,
102,ungram,,,,filler,"Ahmet'in uskumruyu pişirmesi, Mehmet'in de ıstakozu duydum.",,,,1,Cümlede 'ıstakoz' kelimesi geçti mi?,Evet,,,,,,,,,
103,ungram,,,,filler,Yarışmada ödül aldı kadar mutlu bir kızdı.,,,,1,Kız mutsuz muydu?,Hayır,,,,,,,,,
104,ungram,,,,filler,Metin yeni çıkan romanı ve gazete okudu.,,,,1,Şiir okundu mu?,Hayır,,,,,,,,,
105,ungram,,,,filler,Mehmet Ayça'ya dün akşam dedi ki birbirini işe alacak.,,,,1,İşten kovacak mı?,Hayır,,,,,,,,,
106,ungram,,,,filler,Fazla içmiş senin gibi göründüğünün farkında değilsin anlaşılan.,,,,1,Fazla içilmiş mi?,Evet,,,,,,,,,
107,ungram,,,,filler,Bu işyeri yıllarca büyük emekler verip çalıştığımdır.,,,,1,Büyük emekler verilmiş mi?,Evet,,,,,,,,,
108,ungram,,,,filler,Binalar yapılmaya yeni başlayan çalışanlar tarafından başlandı.,,,,1,Cümlede 'patron' kelimesi geçti mi?,Hayır,,,,,,,,,
109,ungram,,,,filler,Çiçek veren adamın öldüğü kadına tanıyordum.,,,,1,Cümlede 'doğmak' kelimesi geçti mi?,Hayır,,,,,,,,,
110,ungram,,,,filler,Mühendisler herkese birbirlerinin işten attıklarını anlattılar.,,,,1,Cümlede 'mimar' kelimesi geçti mi?,Hayır,,,,,,,,,
111,ungram,,,,filler,Zabıtalar işportacının ceza aldıklarına duydu.,,,,1,Cümlede 'duymak' kelimesi geçti mi?,Evet,,,,,,,,,
112,ungram,,,,filler,Veliler için öğretmeni suçlamak kolay olduğunu düşünüyorlar.,,,,1,Cümlede 'suçlamak' kelimesi geçti mi?,Evet,,,,,,,,,
113,ungram,,,,filler,Kameramanın görüntüleri sosyal medyaya yüklemiş mi diye duydum.,,,,0,,,,,,,,,,,
114,ungram,,,,filler,Ziyaretçiye göre kendisine tanınan sürenin belirlendiği biliyordu.,,,,0,,,,,,,,,,,
115,ungram,,,,filler,Kütüphaneciden öğrenciye çalışma salonunda sabahladığını duyuldu.,,,,0,,,,,,,,,,,
116,ungram,,,,filler,Yavaş Hasan'ın konuşması rahatsız etmiş herkesi.,,,,0,,,,,,,,,,,
117,ungram,,,,filler,Mimarın tecrübeli olması herkesin işini daha kolaydı.,,,,0,,,,,,,,,,,
118,ungram,,,,filler,Kahve zammı sonrası öğrenciler çaya yönelmek şaşırtıcı oldu.,,,,0,,,,,,,,,,,
119,ungram,,,,filler,Geminin limana yanaşmak için yavaşlamalıyım.,,,,0,,,,,,,,,,,
120,ungram,,,,filler,Arkadaşım uzun bir kahvaltı yapmayı ve dışarı çıkmak istedi.,,,,0,,,,,,,,,,,
121,ungram,,,,filler,Yeni işe başlaması beri her sabah heyecanla uyanıyor.,,,,0,,,,,,,,,,,
122,ungram,,,,filler,Geçen ay egzersiz yapıp sonra pes ettiğimdir.,,,,0,,,,,,,,,,,
123,ungram,,,,filler,Kimse doktor geldiğinde zaten şaşırdı.,,,,0,,,,,,,,,,,
124,ungram,,,,filler,Sekreter kimsenin aradığını çoktan biliyordu.,,,,0,,,,,,,,,,,
201,gram,,,,filler,Doğum günü partisine arkadaşlarını ve akrabalarını çağırdılar.,,,,1,Cümlede 'akraba' kelimesi geçti mi?,Evet,,,,,,,,,
202,gram,,,,filler,Hediye çekiyle çocuklara ve yaşlılara yeni birer ayakkabı alındı.,,,,1,Alışveriş ayakkabı için miydi?,Evet,,,,,,,,,
203,gram,,,,filler,Piknik alanına yüksek ve zorlu tepeleri aşarak varmamız gerekti.,,,,1,Tepeler zorlu muydu?,Evet,,,,,,,,,
204,gram,,,,filler,Yeni düzenlemeler vatandaşları ve bakanları pek mutlu etmedi.,,,,0,,,,,,,,,,,
205,gram,,,,filler,Düğün günü koşturmaca arasında yaşlı ve yatalak dedesi ile de vedalaştı.,,,,1,Dede sağlıklı mı?,Hayır,,,,,,,,,
206,gram,,,,filler,Çalışma masasındaki kitapları ve defterleri her zaman düzenli bırakır.,,,,0,,,,,,,,,,,
207,gram,,,,filler,Alışveriş merkezinde gördüğü pahalı ayakkabıya ve çantaya bayılmış.,,,,0,,,,,,,,,,,
208,gram,,,,filler,Metin severek kullandığı kırmızı ve kalın atkıyı geçenlerde kaybetmiş.,,,,1,Cümlede 'mavi' kelimesi geçti mi?,Hayır,,,,,,,,,
209,gram,,,,filler,Sevda beslenme çantasındaki elmayı ve armutu çürüyene kadar bekletmiş.,,,,0,,,,,,,,,,,
210,gram,,,,filler,Kemal ve gazetecilerle ve yazarlarla yaptığı toplantıda önemli bilgiler paylaşmış.,,,,0,,,,,,,,,,,
211,gram,,,,filler,Belma mağazadaki parlak ve taşlı süslemeleri biraz demode buldu.,,,,0,,,,,,,,,,,
212,gram,,,,filler,Mesut çiftlikteki koyunları ve inekleri her gün tek tek sayıyor.,,,,0,,,,,,,,,,,
213,gram,,,,filler,Selin televizyona ve tablete internet bağlamakta sorun yaşıyor.,,,,0,,,,,,,,,,,
214,gram,,,,filler,Cem tavuklara ve horozlara yeni satılan pahalı yemden almış.,,,,0,,,,,,,,,,,
215,gram,,,,filler,Deniz papatyalardan ve lalerden renkli bir buket yaptırmış.,,,,1,Cümlede 'gül' kelimesi geçti mi?,Hayır,,,,,,,,,
216,gram,,,,filler,Osman doktordan ve hemşireden bir haber alabilmek için saatlerce bekledi.,,,,0,,,,,,,,,,,
217,gram,,,,filler,Tamirci oldukça ağır fırını ve buzdolabını işyerine taşımak zorunda kaldı.,,,,0,,,,,,,,,,,
218,gram,,,,filler,Yolcular kaptandan ve mürettebattan bir istekte bulunmaya çekiniyor.,,,,0,,,,,,,,,,,
219,gram,,,,filler,Toplantı boyunca müdürlerde ve öğretmenlerde gergin bir hava vardı.,,,,0,,,,,,,,,,,
220,gram,,,,filler,Umut son olaylardan sonra saygılı ve ileri görüşlü velilerden bu tepkiyi beklemiyordu.,,,,0,,,,,,,,,,,
221,gram,,,,filler,Tamir çantasındaki araç ve gereçler doğru düzgün çalışmıyor.,,,,1,Cümlede 'alet' kelimesi geçti mi?,Hayır,,,,,,,,,
222,gram,,,,filler,Kantindeki çay ve kahve fiyatlarına felaket bir zam yapılmış.,,,,1,Cümlede 'su' kelimesi geçti mi?,Hayır,,,,,,,,,
223,gram,,,,filler,Kahvaltı sofrasına sıcak ve taze ekmek olmadan oturulmaz.,,,,1,Cümlede 'sıcak' kelimesi geçti mi?,Evet,,,,,,,,,
224,gram,,,,filler,Yeni binadaki camlı ve yüksek bina her zaman çok temiz.,,,,0,,,,,,,,,,,
225,gram,,,,filler,Kamp alanına soğuk ve gazlı içecek götürmemize gerek yokmuş.,,,,0,,,,,,,,,,,
226,gram,,,,filler,Yeni eve kışlık ve kalın yorgan almak için biraz daha bekleyeceklermiş.,,,,1,Yorgan aldılar mı?,Hayır,,,,,,,,,
227,gram,,,,filler,Ayşe dikiş kutusunda iğne ve iplik kalmadığını daha yeni fark etti.,,,,1,Ayşe eksikleri fark etmiş mi?,Evet,,,,,,,,,
228,gram,,,,filler,Lisedeki matematik ve kimya dersleri herkesin korkulu rüyasıydı.,,,,1,Matematikten korkulur muydu?,Evet,,,,,,,,,
229,gram,,,,filler,Zeynep balo günü saç ve makyaj için yeni açılan kuaföre gitmiş.,,,,0,,,,,,,,,,,
230,gram,,,,filler,Melek uzun ve molasız otobüs yolcukluklarını pek tercih etmediğini söyledi.,,,,0,,,,,,,,,,,
231,gram,,,,filler,Zehra yeni evi için annesiyle çaydanlık ve tava seti almaya gitti.,,,,0,,,,,,,,,,,
232,gram,,,,filler,Doktorlar ağız ve burun ile alınan mikropların tehlikeli olduğunu belirtiyor.,,,,0,,,,,,,,,,,
233,gram,,,,filler,Stilist mankenlerin çoğuna sırt ve bacak dekoltesini yakıştırıyor.,,,,0,,,,,,,,,,,
234,gram,,,,filler,Derya geçen ay peşinat ve depozito ödemeden yeni bir ev kiralamış.,,,,0,,,,,,,,,,,
235,gram,,,,filler,Nejla çizim ve boyama öğrenmek için yeni bir kursa kaydoldu.,,,,0,,,,,,,,,,,
236,gram,,,,filler,Ali'nin partide giydiği pantolon ve ceket henüz temizlenmemiş.,,,,0,,,,,,,,,,,
237,gram,,,,filler,Bilge alışveriş sitesinden değişim için ödeme fişi ve makbuzu isteyecek.,,,,0,,,,,,,,,,,
238,gram,,,,filler,Leyla yıkama ve kurutma makinasının önündeki sırayı görünce geri döndü.,,,,0,,,,,,,,,,,
239,gram,,,,filler,Murat yemekhanedeki ıspana ve pırasa yemeklerinden nefret ediyor.,,,,0,,,,,,,,,,,
240,gram,,,,filler,Pelin bu dönemi hiç ödev ve sınav kaçırmadan tamamladı.,,,,0,,,,,,,,,,,